timestamp,width,height,filename,github_filepath
1374906000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/1.png,content/steering_dataset/images/1.png
1374916000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/2.png,content/steering_dataset/images/2.png
1374928000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/3.png,content/steering_dataset/images/3.png
1374939000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/4.png,content/steering_dataset/images/4.png
1374954000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/5.png,content/steering_dataset/images/5.png
1374961000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/6.png,content/steering_dataset/images/6.png
1374969000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/7.png,content/steering_dataset/images/7.png
1374978000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/8.png,content/steering_dataset/images/8.png
1374991000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/9.png,content/steering_dataset/images/9.png
1374997000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/10.png,content/steering_dataset/images/10.png
1375002000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/11.png,content/steering_dataset/images/11.png
1375008000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/12.png,content/steering_dataset/images/12.png
1375020000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/13.png,content/steering_dataset/images/13.png
1375045000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/14.png,content/steering_dataset/images/14.png
1375060000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/15.png,content/steering_dataset/images/15.png
1375068000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/16.png,content/steering_dataset/images/16.png
1375072000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/17.png,content/steering_dataset/images/17.png
1375080000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/18.png,content/steering_dataset/images/18.png
1375093000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/19.png,content/steering_dataset/images/19.png
1375099000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/20.png,content/steering_dataset/images/20.png
1375106000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/21.png,content/steering_dataset/images/21.png
1375116000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/22.png,content/steering_dataset/images/22.png
1375121000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/23.png,content/steering_dataset/images/23.png
1375132000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/24.png,content/steering_dataset/images/24.png
1375147000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/25.png,content/steering_dataset/images/25.png
1375171000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/26.png,content/steering_dataset/images/26.png
1375191000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/27.png,content/steering_dataset/images/27.png
1375225000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/28.png,content/steering_dataset/images/28.png
1375240000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/29.png,content/steering_dataset/images/29.png
1375242000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/30.png,content/steering_dataset/images/30.png
1375256000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/31.png,content/steering_dataset/images/31.png
1375261000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/32.png,content/steering_dataset/images/32.png
1375277000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/33.png,content/steering_dataset/images/33.png
1375288000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/34.png,content/steering_dataset/images/34.png
1375296000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/35.png,content/steering_dataset/images/35.png
1375311000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/36.png,content/steering_dataset/images/36.png
1375323000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/37.png,content/steering_dataset/images/37.png
1375333000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/38.png,content/steering_dataset/images/38.png
1375345000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/39.png,content/steering_dataset/images/39.png
1375353000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/40.png,content/steering_dataset/images/40.png
1375365000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/41.png,content/steering_dataset/images/41.png
1375377000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/42.png,content/steering_dataset/images/42.png
1375390000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/43.png,content/steering_dataset/images/43.png
1375403000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/44.png,content/steering_dataset/images/44.png
1375414000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/45.png,content/steering_dataset/images/45.png
1375424000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/46.png,content/steering_dataset/images/46.png
1375433000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/47.png,content/steering_dataset/images/47.png
1375440000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/48.png,content/steering_dataset/images/48.png
1375456000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/49.png,content/steering_dataset/images/49.png
1375464000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/50.png,content/steering_dataset/images/50.png
1375467000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/51.png,content/steering_dataset/images/51.png
1375472000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/52.png,content/steering_dataset/images/52.png
1375479000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/53.png,content/steering_dataset/images/53.png
1375489000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/54.png,content/steering_dataset/images/54.png
1375494000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/55.png,content/steering_dataset/images/55.png
1375504000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/56.png,content/steering_dataset/images/56.png
1375514000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/57.png,content/steering_dataset/images/57.png
1375519000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/58.png,content/steering_dataset/images/58.png
1375526000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/59.png,content/steering_dataset/images/59.png
1375536000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/60.png,content/steering_dataset/images/60.png
1375551000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/61.png,content/steering_dataset/images/61.png
1375555000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/62.png,content/steering_dataset/images/62.png
1375560000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/63.png,content/steering_dataset/images/63.png
1375569000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/64.png,content/steering_dataset/images/64.png
1375585000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/65.png,content/steering_dataset/images/65.png
1375600000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/66.png,content/steering_dataset/images/66.png
1375608000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/67.png,content/steering_dataset/images/67.png
1375615000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/68.png,content/steering_dataset/images/68.png
1375627000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/69.png,content/steering_dataset/images/69.png
1375635000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/70.png,content/steering_dataset/images/70.png
1375638000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/71.png,content/steering_dataset/images/71.png
1375644000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/72.png,content/steering_dataset/images/72.png
1375653000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/73.png,content/steering_dataset/images/73.png
1375659000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/74.png,content/steering_dataset/images/74.png
1375678000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/75.png,content/steering_dataset/images/75.png
1375696000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/76.png,content/steering_dataset/images/76.png
1375724000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/77.png,content/steering_dataset/images/77.png
1375749000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/78.png,content/steering_dataset/images/78.png
1375767000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/79.png,content/steering_dataset/images/79.png
1375778000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/80.png,content/steering_dataset/images/80.png
1375789000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/81.png,content/steering_dataset/images/81.png
1375797000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/82.png,content/steering_dataset/images/82.png
1375814000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/83.png,content/steering_dataset/images/83.png
1375830000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/84.png,content/steering_dataset/images/84.png
1375860000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/85.png,content/steering_dataset/images/85.png
1375876000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/86.png,content/steering_dataset/images/86.png
1375886000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/87.png,content/steering_dataset/images/87.png
1375896000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/88.png,content/steering_dataset/images/88.png
1375899000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/89.png,content/steering_dataset/images/89.png
1375904000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/90.png,content/steering_dataset/images/90.png
1375906000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/91.png,content/steering_dataset/images/91.png
1375910000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/92.png,content/steering_dataset/images/92.png
