timestamp,width,height,filename,github_filepath,steering_angle,steering_angle_velocity,Speed,Acceleration,drive_jerk
1378027000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/288.png,content/steering_dataset/images/288.png,0.0,1.0,25.0,1.0,1.0
1378478000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/332.png,content/steering_dataset/images/332.png,0.0,1.0,25.0,1.0,1.0
1379130000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/385.png,content/steering_dataset/images/385.png,1.0,1.0,0.0,1.0,1.0
1379568000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/430.png,content/steering_dataset/images/430.png,0.0,1.0,25.0,1.0,1.0
1379681000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/439.png,content/steering_dataset/images/439.png,0.0,1.0,25.0,1.0,1.0
1379700000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/442.png,content/steering_dataset/images/442.png,0.0,1.0,25.0,1.0,1.0
1379766000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/447.png,content/steering_dataset/images/447.png,0.0,1.0,25.0,1.0,1.0
1379779000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/448.png,content/steering_dataset/images/448.png,0.0,1.0,25.0,1.0,1.0
1379854000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/453.png,content/steering_dataset/images/453.png,0.0,1.0,25.0,1.0,1.0
1379862000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/454.png,content/steering_dataset/images/454.png,0.0,1.0,25.0,1.0,1.0
1380002000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/465.png,content/steering_dataset/images/465.png,0.0,1.0,25.0,1.0,1.0
1380014000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/466.png,content/steering_dataset/images/466.png,0.0,1.0,25.0,1.0,1.0
1380014000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/466.png,content/steering_dataset/images/466.png,0.0,1.0,25.0,1.0,1.0
1380024000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/468.png,content/steering_dataset/images/468.png,0.0,1.0,25.0,1.0,1.0
1380091000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/475.png,content/steering_dataset/images/475.png,0.0,1.0,25.0,1.0,1.0
1380181000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/485.png,content/steering_dataset/images/485.png,0.0,1.0,25.0,1.0,1.0
1380192000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/486.png,content/steering_dataset/images/486.png,0.0,1.0,25.0,1.0,1.0
1380217000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/488.png,content/steering_dataset/images/488.png,0.0,1.0,25.0,1.0,1.0
1380245000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/492.png,content/steering_dataset/images/492.png,0.0,1.0,25.0,1.0,1.0
1380255000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/493.png,content/steering_dataset/images/493.png,0.0,1.0,25.0,1.0,1.0
1381052000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/563.png,content/steering_dataset/images/563.png,0.0,1.0,25.0,1.0,1.0
1381211000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/578.png,content/steering_dataset/images/578.png,0.0,1.0,25.0,1.0,1.0
1381295000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/587.png,content/steering_dataset/images/587.png,0.0,1.0,25.0,1.0,1.0
1381330000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/590.png,content/steering_dataset/images/590.png,0.0,1.0,25.0,1.0,1.0
1381389000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/596.png,content/steering_dataset/images/596.png,0.0,1.0,25.0,1.0,1.0
1381408000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/598.png,content/steering_dataset/images/598.png,0.0,1.0,25.0,1.0,1.0
1381416000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/599.png,content/steering_dataset/images/599.png,0.0,1.0,25.0,1.0,1.0
1381432000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/601.png,content/steering_dataset/images/601.png,0.0,1.0,25.0,1.0,1.0
1381604000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/617.png,content/steering_dataset/images/617.png,0.0,1.0,25.0,1.0,1.0
1381630000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/619.png,content/steering_dataset/images/619.png,0.0,1.0,25.0,1.0,1.0
1381680000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/625.png,content/steering_dataset/images/625.png,0.0,1.0,25.0,1.0,1.0
1381680000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/625.png,content/steering_dataset/images/625.png,0.0,1.0,25.0,1.0,1.0
1381709000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/627.png,content/steering_dataset/images/627.png,0.0,1.0,25.0,1.0,1.0
1381728000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/629.png,content/steering_dataset/images/629.png,0.0,1.0,25.0,1.0,1.0
1382398000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/692.png,content/steering_dataset/images/692.png,0.0,1.0,25.0,1.0,1.0
1382401000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/693.png,content/steering_dataset/images/693.png,0.0,1.0,25.0,1.0,1.0
1382462000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/699.png,content/steering_dataset/images/699.png,0.0,1.0,25.0,1.0,1.0
1382513000000,640,480,/home/haritha/catkin_ws/src/robot_control/images/bagfile_11/camera1_images/705.png,content/steering_dataset/images/705.png,0.0,1.0,25.0,1.0,1.0
